session_id,timestamp,machine_id,operator_id,task_type,operator_skill,operator_experience_yrs,machine_age_yrs,engine_hours,weather,ground_condition,temperature_c,fuel_used_l,load_cycles,avg_payload_kg,idle_time_min,operating_time_min,seatbelt_status,proximity_min_m,people_in_zone,estimated_time_min,actual_time_min,safety_risk_score,safety_alert_triggered,anomaly_flag,anomaly_type
S004455,2026-07-15T14:19:30,WL002,OP1027,Material Loading,Intermediate,4,1,783.8,Rainy,Loose,26.8,8.82,62,3990.5,14.04,37.75,Fastened,30.88,0,30.0,37.75,28.2,False,False,
S004456,2026-07-15T14:23:12,DZ001,OP1007,Earth Excavation,Expert,14,10,6972.1,Rainy,Firm,27.3,22.24,214,2906.7,18.95,63.04,Fastened,24.22,0,60.0,63.04,19.1,False,False,
S004457,2026-07-15T14:23:38,EXC005,OP1018,Earth Excavation,Expert,13,7,6266.6,Sunny,Loose,41.7,21.8,223,1555.4,39.66,69.29,Fastened,4.42,1,60.0,69.29,70.6,True,False,
S004458,2026-07-15T14:27:48,WL002,OP1041,Material Loading,Beginner,0,1,783.8,Sunny,Rocky,38.2,12.45,70,3923.7,19.93,42.55,Fastened,10.82,0,30.0,42.55,2.4,False,False,
S004459,2026-07-15T14:35:21,WL003,OP1031,Material Loading,Beginner,1,5,4055.7,Rainy,Loose,25.8,13.25,87,3594.9,27.09,45.51,Fastened,24.6,0,30.0,45.51,23.8,False,False,
S004460,2026-07-15T14:40:37,WL003,OP1019,Material Loading,Intermediate,5,5,4055.7,Sunny,Loose,38.2,10.11,53,3687.4,16.71,35.63,Fastened,16.66,0,30.0,35.63,7.1,False,False,
S004461,2026-07-15T14:43:45,DZ001,OP1025,Grading,Intermediate,2,10,6972.1,Rainy,Wet,28.6,27.29,35,2836.4,32.02,61.04,Fastened,39.05,0,35.0,61.04,18.1,False,True,fuel_spike
S004462,2026-07-15T14:46:00,EXC003,OP1030,Trenching,Intermediate,5,6,4636.1,Sunny,Loose,32.5,16.72,159,1532.2,39.24,51.03,Fastened,11.13,0,45.0,51.03,8.2,False,False,
S004463,2026-07-15T14:49:09,WL001,OP1018,Material Loading,Expert,13,7,5493.1,Rainy,Wet,29.3,12.74,67,4093.6,19.48,42.49,Fastened,21.5,0,30.0,42.49,22.2,False,False,
S004464,2026-07-15T14:52:21,EXC009,OP1034,Trenching,Beginner,0,3,2243.1,Windy,Rocky,33.4,22.4,189,1576.7,31.04,73.17,Fastened,3.11,1,45.0,73.17,66.8,False,False,
S004465,2026-07-15T15:05:11,WL004,OP1049,Material Loading,Beginner,0,2,1563.6,Sunny,Firm,40.5,12.22,71,4223.3,39.33,40.49,Fastened,36.74,0,30.0,40.49,7.0,False,False,
S004466,2026-07-15T15:05:29,EXC009,OP1036,Earth Excavation,Beginner,0,3,2243.1,Sunny,Firm,33.4,18.66,168,1536.7,29.37,58.12,Unfastened,1.22,1,60.0,58.12,100.0,True,False,
S004467,2026-07-15T15:05:45,EXC007,OP1049,Earth Excavation,Beginner,0,7,5857.0,Rainy,Loose,26.1,38.48,407,1245.8,105.32,110.56,Fastened,42.78,0,60.0,110.56,22.5,False,False,
S004468,2026-07-15T15:14:07,EXC011,OP1043,Trenching,Beginner,1,6,5075.0,Sunny,Rocky,30.9,19.28,165,1567.4,32.58,61.73,Fastened,17.45,0,45.0,61.73,12.3,False,False,
S004469,2026-07-15T15:14:29,DZ001,OP1016,Earth Excavation,Beginner,0,10,6972.1,Foggy,Loose,23.6,35.99,324,2467.5,56.4,116.59,Fastened,17.63,0,60.0,116.59,21.6,False,False,
S004470,2026-07-15T15:15:48,EXC005,OP1005,Demolition,Expert,12,7,6266.6,Cloudy,Firm,29.6,32.92,174,1671.0,42.07,92.56,Fastened,47.73,0,90.0,92.56,10.4,False,False,
S004471,2026-07-15T15:16:25,EXC001,OP1004,Earth Excavation,Expert,8,2,1530.0,Sunny,Firm,41.3,14.64,173,1241.7,23.19,56.37,Fastened,17.82,0,60.0,56.37,11.0,False,False,
S004472,2026-07-15T15:20:14,EXC006,OP1022,Trenching,Beginner,1,2,1571.3,Cloudy,Firm,28.7,16.72,145,1435.4,36.19,59.08,Fastened,34.55,0,45.0,59.08,13.4,False,False,
S004473,2026-07-15T15:24:01,WL003,OP1046,Material Loading,Intermediate,5,5,4055.7,Cloudy,Rocky,28.4,10.85,89,3426.3,18.81,43.34,Fastened,28.67,0,30.0,43.34,8.6,False,False,
S004474,2026-07-15T15:25:50,EXC012,OP1017,Earth Excavation,Beginner,0,8,6522.6,Sunny,Loose,34.2,32.51,285,1462.0,34.65,95.87,Fastened,32.64,0,60.0,95.87,11.5,False,False,
S004475,2026-07-15T15:26:42,DZ001,OP1016,Grading,Beginner,0,10,6972.1,Cloudy,Rocky,26.7,15.92,39,2249.7,32.29,60.09,Fastened,19.72,0,35.0,60.09,10.2,False,False,
S004476,2026-07-15T15:28:27,EXC011,OP1004,Earth Excavation,Expert,8,6,5075.0,Rainy,Loose,25.1,20.21,181,1350.0,29.05,63.12,Fastened,39.96,0,60.0,63.12,18.9,False,False,
S004477,2026-07-15T15:38:52,WL002,OP1015,Material Loading,Intermediate,2,1,783.8,Foggy,Loose,25.5,10.85,79,3324.1,23.28,45.29,Fastened,2.59,1,30.0,45.29,79.1,True,False,
S004478,2026-07-15T15:39:51,EXC012,OP1014,Earth Excavation,Intermediate,5,8,6522.6,Sunny,Firm,33.3,22.6,259,1500.3,26.72,76.34,Unfastened,48.49,0,60.0,76.34,37.8,False,False,
S004479,2026-07-15T15:44:39,WL003,OP1030,Material Loading,Intermediate,5,5,4055.7,Rainy,Wet,26.2,11.08,67,3019.1,28.88,43.05,Fastened,35.28,0,30.0,43.05,20.4,False,False,
S004480,2026-07-15T15:51:14,MG001,OP1037,Grading,Beginner,1,5,4011.4,Cloudy,Firm,34.5,12.86,31,569.3,49.82,47.31,Unfastened,30.99,0,35.0,47.31,38.9,False,False,
S004481,2026-07-15T15:52:04,EXC009,OP1014,Trenching,Intermediate,5,3,2243.1,Rainy,Wet,23.4,18.28,165,1613.1,38.53,65.85,Fastened,27.79,0,45.0,65.85,23.5,False,False,
S004482,2026-07-15T16:08:34,EXC003,OP1037,Earth Excavation,Beginner,1,6,4636.1,Sunny,Rocky,36.3,26.26,260,1349.5,67.12,87.06,Fastened,31.81,0,60.0,87.06,7.7,False,False,
S004483,2026-07-15T16:18:27,EXC004,OP1009,Earth Excavation,Expert,9,5,3789.5,Rainy,Wet,28.1,24.76,218,1380.2,30.02,82.47,Fastened,11.8,0,60.0,82.47,21.4,False,False,
S004484,2026-07-15T16:21:22,EXC003,OP1015,Earth Excavation,Intermediate,2,6,4636.1,Rainy,Wet,27.1,25.41,276,1504.9,47.34,86.74,Fastened,40.0,0,60.0,86.74,19.2,False,False,
S004485,2026-07-15T16:29:47,EXC006,OP1036,Earth Excavation,Beginner,0,2,1571.3,Sunny,Firm,31.8,20.39,217,1766.7,27.94,71.48,Fastened,36.07,0,60.0,71.48,7.8,False,False,
S004486,2026-07-15T16:31:49,EXC011,OP1032,Earth Excavation,Expert,11,6,5075.0,Sunny,Wet,30.0,15.2,177,1596.1,31.37,62.02,Fastened,19.28,0,60.0,62.02,7.6,False,False,
S004487,2026-07-15T16:33:05,EXC002,OP1001,Trenching,Intermediate,4,8,5866.0,Sunny,Rocky,36.0,15.56,122,1232.2,30.86,54.95,Fastened,12.01,0,45.0,54.95,5.9,False,False,
S004488,2026-07-15T16:33:06,WL002,OP1019,Material Loading,Intermediate,5,1,783.8,Rainy,Wet,29.2,10.08,80,3279.8,22.66,39.88,Fastened,42.0,0,30.0,39.88,24.1,False,False,
S004489,2026-07-15T16:44:33,MG001,OP1027,Grading,Intermediate,4,5,4011.4,Cloudy,Rocky,27.0,11.3,26,506.8,34.72,43.39,Fastened,40.07,0,35.0,43.39,8.0,False,False,
S004490,2026-07-15T16:49:48,MG001,OP1021,Grading,Intermediate,5,5,4011.4,Sunny,Loose,41.8,9.44,23,875.0,15.25,39.43,Fastened,22.83,0,35.0,39.43,12.6,False,False,
S004491,2026-07-15T16:49:57,WL003,OP1002,Material Loading,Beginner,0,5,4055.7,Rainy,Firm,26.8,11.2,74,3247.4,20.23,42.39,Fastened,49.99,0,30.0,42.39,21.7,False,False,
S004492,2026-07-15T16:51:36,EXC008,OP1028,Demolition,Expert,11,8,5737.3,Sunny,Firm,39.8,34.98,207,1305.1,27.85,96.19,Fastened,2.2,1,90.0,96.19,70.0,True,False,
S004493,2026-07-15T16:57:25,DZ002,OP1012,Grading,Intermediate,3,6,5181.2,Rainy,Wet,28.8,17.0,40,2341.9,51.6,64.0,Fastened,16.2,0,35.0,64.0,21.8,False,False,
S004494,2026-07-15T17:01:40,WL002,OP1050,Material Loading,Beginner,0,1,783.8,Cloudy,Loose,34.1,10.46,70,3792.7,26.17,39.14,Fastened,13.29,0,30.0,39.14,14.2,False,False,
S004495,2026-07-15T17:10:24,EXC003,OP1013,Trenching,Expert,8,6,4636.1,Cloudy,Loose,30.9,12.94,109,1504.4,24.2,48.4,Unfastened,31.89,0,45.0,48.4,43.5,False,False,
S004496,2026-07-15T17:11:49,WL001,OP1021,Material Loading,Intermediate,5,7,5493.1,Sunny,Loose,32.9,11.73,60,3145.6,13.58,36.43,Fastened,26.63,0,30.0,36.43,14.8,False,False,
S004497,2026-07-15T17:13:04,WL001,OP1036,Material Loading,Beginner,0,7,5493.1,Sunny,Wet,38.4,13.16,89,3786.9,23.29,47.4,Fastened,12.13,0,30.0,47.4,8.4,False,False,
S004498,2026-07-15T17:16:22,EXC003,OP1036,Trenching,Beginner,0,6,4636.1,Cloudy,Wet,30.3,18.39,210,1551.8,36.53,68.03,Unfastened,16.01,0,45.0,68.03,44.8,False,False,
S004499,2026-07-15T17:36:29,EXC004,OP1007,Earth Excavation,Expert,14,5,3789.5,Cloudy,Firm,35.3,18.51,158,1567.2,35.12,55.69,Fastened,8.26,0,60.0,55.69,11.8,False,False,
S004500,2026-07-15T17:39:40,DZ001,OP1021,Earth Excavation,Intermediate,5,10,6972.1,Foggy,Loose,24.8,32.08,296,2231.5,28.92,102.4,Fastened,11.26,0,60.0,102.4,20.8,False,False,
S004501,2026-07-15T17:39:59,WL004,OP1049,Material Loading,Beginner,0,2,1563.6,Cloudy,Rocky,26.5,11.88,93,4096.6,32.62,43.34,Fastened,35.46,0,30.0,43.34,5.3,False,False,
S004502,2026-07-15T17:43:19,EXC010,OP1003,Earth Excavation,Intermediate,4,5,3604.5,Windy,Loose,26.1,21.48,199,1505.5,22.61,68.88,Fastened,17.47,0,60.0,68.88,6.2,False,False,
S004503,2026-07-15T17:47:24,WL003,OP1037,Material Loading,Beginner,1,5,4055.7,Rainy,Wet,30.0,14.12,81,3171.2,32.16,47.85,Fastened,33.09,0,30.0,47.85,25.4,False,False,
S004504,2026-07-15T17:53:34,DZ001,OP1032,Earth Excavation,Expert,11,10,6972.1,Sunny,Loose,34.6,25.11,222,2825.0,33.01,66.15,Fastened,13.86,0,60.0,66.15,15.6,False,False,
S004505,2026-07-15T17:57:15,EXC005,OP1006,Trenching,Intermediate,4,7,6266.6,Sunny,Wet,35.6,18.57,171,1319.8,33.45,59.09,Fastened,4.44,1,45.0,59.09,70.1,True,False,
S004506,2026-07-15T18:00:43,WL003,OP1023,Material Loading,Intermediate,4,5,4055.7,Cloudy,Loose,31.9,9.06,60,3065.2,13.63,34.07,Fastened,33.28,0,30.0,34.07,9.0,False,False,
S004507,2026-07-15T18:05:15,DZ001,OP1004,Earth Excavation,Expert,8,10,6972.1,Rainy,Loose,22.3,23.54,225,2903.2,35.18,71.25,Fastened,47.89,0,60.0,71.25,19.8,False,False,
S004508,2026-07-15T18:10:17,WL004,OP1024,Material Loading,Intermediate,2,2,1563.6,Windy,Loose,34.9,12.47,80,3565.4,22.43,39.93,Fastened,46.97,0,30.0,39.93,1.5,False,False,
S004509,2026-07-15T18:15:11,DZ001,OP1002,Grading,Beginner,0,10,6972.1,Foggy,Loose,26.7,16.73,44,2961.3,36.85,64.49,Fastened,27.36,0,35.0,64.49,19.1,False,False,
S004510,2026-07-15T18:19:28,EXC009,OP1017,Demolition,Beginner,0,3,2243.1,Cloudy,Firm,33.2,47.13,249,1277.8,83.49,123.81,Fastened,15.7,0,90.0,123.81,11.6,False,False,
S004511,2026-07-15T18:21:57,MG001,OP1027,Grading,Intermediate,4,5,4011.4,Cloudy,Firm,32.9,7.95,24,747.3,9.25,37.13,Fastened,4.32,1,35.0,37.13,70.7,True,False,
S004512,2026-07-15T18:26:35,EXC009,OP1028,Earth Excavation,Expert,11,3,2243.1,Sunny,Rocky,37.2,19.12,186,1409.8,23.47,66.35,Fastened,12.21,0,60.0,66.35,7.7,False,False,
S004513,2026-07-15T18:28:32,EXC004,OP1042,Earth Excavation,Beginner,0,5,3789.5,Rainy,Loose,27.9,32.35,322,1748.7,63.92,95.13,Fastened,3.36,1,60.0,95.13,81.5,True,False,
S004514,2026-07-15T18:32:41,EXC003,OP1006,Demolition,Intermediate,4,6,4636.1,Cloudy,Rocky,27.9,49.62,263,1340.3,86.42,129.05,Fastened,3.74,1,90.0,129.05,70.2,True,False,
S004515,2026-07-15T18:35:21,WL002,OP1041,Material Loading,Beginner,0,1,783.8,Windy,Wet,32.7,14.31,90,3450.4,24.14,52.53,Fastened,32.89,0,30.0,52.53,11.5,False,False,
S004516,2026-07-15T18:37:55,EXC008,OP1008,Earth Excavation,Expert,13,8,5737.3,Rainy,Firm,29.7,60.45,181,1413.8,34.07,69.57,Fastened,28.12,0,60.0,69.57,22.1,False,True,fuel_spike
S004517,2026-07-15T18:41:05,EXC002,OP1039,Trenching,Intermediate,3,8,5866.0,Rainy,Loose,22.5,20.78,170,1684.9,14.87,69.73,Fastened,31.96,0,45.0,69.73,23.6,False,False,
S004518,2026-07-15T19:00:18,EXC009,OP1015,Earth Excavation,Intermediate,2,3,2243.1,Cloudy,Firm,30.1,23.24,242,1273.5,45.42,75.94,Fastened,9.09,0,60.0,75.94,12.4,False,False,
S004519,2026-07-15T19:19:15,EXC003,OP1001,Trenching,Intermediate,4,6,4636.1,Windy,Wet,29.1,18.83,143,1463.5,34.69,60.24,Fastened,16.06,0,45.0,60.24,10.1,False,False,
S004520,2026-07-15T19:26:39,EXC003,OP1006,Demolition,Intermediate,4,6,4636.1,Cloudy,Wet,35.3,41.34,213,1554.3,52.21,116.53,Fastened,12.95,0,90.0,116.53,12.0,False,False,
S004521,2026-07-15T19:27:30,EXC001,OP1027,Trenching,Intermediate,4,2,1530.0,Cloudy,Firm,27.5,14.81,123,1752.5,14.25,48.31,Fastened,21.25,0,45.0,48.31,11.6,False,False,
S004522,2026-07-15T19:30:37,MG002,OP1002,Grading,Beginner,0,5,3986.9,Rainy,Wet,28.7,13.07,34,501.0,17.5,55.58,Fastened,28.83,0,35.0,55.58,20.9,False,False,
S004523,2026-07-15T19:34:10,EXC007,OP1010,Trenching,Intermediate,6,7,5857.0,Sunny,Firm,41.1,17.22,137,1360.5,24.04,57.16,Fastened,19.08,0,45.0,57.16,13.2,False,False,
S004524,2026-07-15T19:35:35,EXC002,OP1012,Earth Excavation,Intermediate,3,8,5866.0,Sunny,Rocky,38.0,24.52,237,1646.9,48.73,77.9,Fastened,38.28,0,60.0,77.9,6.3,False,False,
S004525,2026-07-15T19:37:39,DZ002,OP1025,Grading,Intermediate,2,6,5181.2,Windy,Firm,30.6,12.19,27,2714.3,23.83,44.81,Fastened,43.19,0,35.0,44.81,7.2,False,False,
S004526,2026-07-15T19:52:53,EXC008,OP1009,Earth Excavation,Expert,9,8,5737.3,Foggy,Wet,25.2,28.29,320,1368.5,33.29,90.41,Fastened,46.71,0,60.0,90.41,25.2,False,False,
S004527,2026-07-15T19:53:57,WL003,OP1038,Material Loading,Intermediate,6,5,4055.7,Rainy,Loose,22.3,13.47,57,3883.7,65.44,39.16,Fastened,28.13,0,30.0,39.16,24.2,False,True,excessive_idling
S004528,2026-07-15T19:57:01,WL003,OP1015,Material Loading,Intermediate,2,5,4055.7,Rainy,Wet,27.8,12.04,61,3919.8,26.44,44.59,Fastened,10.49,0,30.0,44.59,23.9,False,False,
S004529,2026-07-15T20:08:01,WL003,OP1002,Material Loading,Beginner,0,5,4055.7,Rainy,Wet,26.8,16.89,110,4110.1,22.59,60.69,Fastened,48.12,0,30.0,60.69,24.8,False,False,
S004530,2026-07-15T20:11:33,EXC012,OP1001,Earth Excavation,Intermediate,4,8,6522.6,Windy,Loose,29.3,26.53,207,1692.1,40.64,78.33,Fastened,49.1,0,60.0,78.33,10.3,False,False,
S004531,2026-07-15T20:16:08,MG001,OP1047,Grading,Intermediate,4,5,4011.4,Cloudy,Firm,35.3,7.46,25,525.1,11.7,35.8,Fastened,1.2,1,35.0,35.8,64.3,False,False,
S004532,2026-07-15T20:24:55,EXC011,OP1035,Demolition,Expert,10,6,5075.0,Rainy,Rocky,24.7,32.72,206,1354.9,50.25,107.18,Fastened,4.36,1,90.0,107.18,80.7,True,False,
S004533,2026-07-15T20:25:16,DZ001,OP1017,Earth Excavation,Beginner,0,10,6972.1,Sunny,Loose,33.2,32.92,218,2475.9,39.7,86.7,Fastened,20.5,0,60.0,86.7,14.9,False,False,
S004534,2026-07-15T20:30:50,EXC011,OP1002,Demolition,Beginner,0,6,5075.0,Sunny,Rocky,32.9,49.46,236,1582.0,46.79,137.09,Fastened,25.17,0,90.0,137.09,6.1,False,False,
S004535,2026-07-15T20:32:41,EXC004,OP1012,Earth Excavation,Intermediate,3,5,3789.5,Sunny,Rocky,35.2,22.51,221,1200.2,33.04,71.76,Fastened,48.53,0,60.0,71.76,9.6,False,False,
S004536,2026-07-15T20:35:30,EXC012,OP1033,Trenching,Intermediate,3,8,6522.6,Sunny,Rocky,38.6,22.48,174,1329.1,24.94,70.07,Unfastened,25.64,0,45.0,70.07,40.9,False,False,
S004537,2026-07-15T20:41:22,MG001,OP1037,Grading,Beginner,1,5,4011.4,Rainy,Rocky,22.3,16.75,45,703.0,39.87,65.46,Fastened,31.1,0,35.0,65.46,22.8,False,False,
S004538,2026-07-15T20:41:46,EXC008,OP1005,Demolition,Expert,12,8,5737.3,Sunny,Firm,36.6,36.97,163,1690.2,34.4,84.55,Unfastened,3.43,1,90.0,84.55,100.0,True,False,
S004539,2026-07-15T20:59:13,EXC004,OP1015,Earth Excavation,Intermediate,2,5,3789.5,Rainy,Wet,28.5,28.62,266,1600.9,33.29,96.26,Fastened,28.93,0,60.0,96.26,19.8,False,False,
S004540,2026-07-15T20:59:42,EXC007,OP1005,Trenching,Expert,12,7,5857.0,Rainy,Loose,27.1,20.66,167,1506.6,22.33,63.95,Fastened,2.49,1,45.0,63.95,80.6,True,False,
S004541,2026-07-15T21:12:06,EXC011,OP1018,Demolition,Expert,13,6,5075.0,Sunny,Firm,37.9,29.42,157,1785.6,47.98,84.2,Fastened,34.05,0,90.0,84.2,6.3,False,False,
S004542,2026-07-15T21:14:11,EXC002,OP1034,Trenching,Beginner,0,8,5866.0,Sunny,Rocky,41.8,25.28,221,1547.3,53.47,76.16,Fastened,23.03,0,45.0,76.16,9.0,False,False,
S004543,2026-07-15T21:15:09,EXC011,OP1014,Trenching,Intermediate,5,6,5075.0,Rainy,Wet,23.2,23.22,188,1259.7,51.55,74.69,Fastened,38.86,0,45.0,74.69,22.6,False,False,
S004544,2026-07-15T21:33:41,WL001,OP1042,Material Loading,Beginner,0,7,5493.1,Sunny,Firm,32.5,12.19,78,4261.1,22.67,43.22,Fastened,8.04,0,30.0,43.22,9.5,False,False,
S004545,2026-07-15T21:37:59,EXC006,OP1015,Earth Excavation,Intermediate,2,2,1571.3,Sunny,Loose,36.3,20.95,221,1467.3,27.67,70.77,Fastened,32.84,0,60.0,70.77,5.4,False,False,
S004546,2026-07-15T21:44:18,DZ001,OP1024,Earth Excavation,Intermediate,2,10,6972.1,Cloudy,Firm,30.8,26.68,257,2196.6,31.06,74.49,Fastened,35.76,0,60.0,74.49,12.5,False,False,
S004547,2026-07-15T21:50:21,WL002,OP1038,Material Loading,Intermediate,6,1,783.8,Rainy,Rocky,22.4,11.42,76,3456.9,29.59,41.65,Fastened,24.17,0,30.0,41.65,20.4,False,False,
S004548,2026-07-15T21:54:49,EXC010,OP1033,Trenching,Intermediate,3,5,3604.5,Cloudy,Wet,29.9,16.11,143,1645.9,43.05,54.44,Unfastened,41.16,0,45.0,54.44,43.5,False,False,
S004549,2026-07-15T21:58:35,EXC007,OP1011,Trenching,Expert,14,7,5857.0,Cloudy,Firm,31.4,10.97,94,1438.6,13.45,41.22,Fastened,29.81,0,45.0,41.22,10.3,False,False,
S004550,2026-07-15T21:59:25,WL004,OP1005,Material Loading,Expert,12,2,1563.6,Rainy,Firm,30.0,9.58,54,3592.2,14.33,33.33,Fastened,18.9,0,30.0,33.33,19.7,False,False,
S004551,2026-07-15T22:01:47,EXC010,OP1018,Earth Excavation,Expert,13,5,3604.5,Cloudy,Rocky,35.5,24.92,200,1724.5,49.02,67.93,Fastened,3.01,1,60.0,67.93,68.9,False,False,
S004552,2026-07-15T22:07:23,DZ002,OP1039,Grading,Intermediate,3,6,5181.2,Rainy,Loose,28.4,33.37,36,2797.8,24.23,57.42,Fastened,34.17,0,35.0,57.42,25.6,False,True,fuel_spike
S004553,2026-07-15T22:11:57,EXC007,OP1047,Earth Excavation,Intermediate,4,7,5857.0,Sunny,Firm,41.4,26.35,237,1269.2,25.4,73.13,Fastened,24.01,0,60.0,73.13,7.6,False,False,
S004554,2026-07-15T22:15:34,WL004,OP1019,Material Loading,Intermediate,5,2,1563.6,Sunny,Firm,36.5,9.2,53,3555.6,16.84,32.28,Unfastened,32.24,0,30.0,32.28,38.1,False,False,
S004555,2026-07-15T22:16:28,EXC011,OP1050,Earth Excavation,Beginner,0,6,5075.0,Rainy,Wet,28.7,37.5,310,1690.8,89.05,98.9,Fastened,13.02,0,60.0,98.9,19.9,False,False,
S004556,2026-07-15T22:20:20,EXC007,OP1020,Earth Excavation,Intermediate,5,7,5857.0,Cloudy,Loose,28.8,22.36,221,1511.0,27.68,71.72,Fastened,14.87,0,60.0,71.72,10.9,False,False,
S004557,2026-07-15T22:28:30,EXC011,OP1047,Earth Excavation,Intermediate,4,6,5075.0,Sunny,Firm,33.2,21.16,213,1695.3,15.92,61.56,Fastened,34.65,0,60.0,61.56,7.3,False,False,
S004558,2026-07-15T22:33:31,EXC001,OP1007,Earth Excavation,Expert,14,2,1530.0,Windy,Firm,34.5,14.51,136,1727.3,22.79,51.65,Fastened,31.95,0,60.0,51.65,6.1,False,False,
S004559,2026-07-15T22:38:53,EXC009,OP1047,Earth Excavation,Intermediate,4,3,2243.1,Cloudy,Rocky,28.2,21.75,237,1437.5,36.09,78.92,Fastened,32.86,0,60.0,78.92,8.3,False,False,
S004560,2026-07-15T22:51:34,WL003,OP1049,Material Loading,Beginner,0,5,4055.7,Sunny,Firm,41.9,12.85,60,3448.5,36.47,44.88,Fastened,1.35,1,30.0,44.88,65.2,False,False,
S004561,2026-07-15T22:52:54,WL001,OP1005,Material Loading,Expert,12,7,5493.1,Cloudy,Loose,30.6,8.8,53,4442.9,7.31,31.39,Fastened,40.67,0,30.0,31.39,11.0,False,False,
S004562,2026-07-15T22:53:43,DZ002,OP1006,Grading,Intermediate,4,6,5181.2,Windy,Firm,25.2,11.81,29,2387.6,28.05,47.65,Fastened,12.54,0,35.0,47.65,9.3,False,False,
S004563,2026-07-15T22:58:49,DZ001,OP1007,Earth Excavation,Expert,14,10,6972.1,Rainy,Firm,28.6,21.51,194,2784.8,38.65,70.33,Fastened,22.46,0,60.0,70.33,20.2,False,False,
S004564,2026-07-15T23:10:09,EXC007,OP1029,Earth Excavation,Intermediate,5,7,5857.0,Cloudy,Firm,29.0,24.29,211,1674.7,48.79,69.56,Fastened,45.44,0,60.0,69.56,11.6,False,False,
S004565,2026-07-15T23:14:35,EXC012,OP1014,Demolition,Intermediate,5,8,6522.6,Cloudy,Rocky,29.4,43.61,244,1434.0,54.15,120.92,Fastened,38.85,0,90.0,120.92,9.5,False,False,
S004566,2026-07-15T23:19:44,EXC007,OP1030,Trenching,Intermediate,5,7,5857.0,Sunny,Rocky,34.8,18.22,57,1319.5,21.25,56.74,Fastened,34.96,0,45.0,56.74,5.3,False,True,abnormal_cycle_time
S004567,2026-07-15T23:21:54,EXC011,OP1038,Demolition,Intermediate,6,6,5075.0,Cloudy,Wet,26.7,38.97,334,1292.1,83.56,118.82,Unfastened,2.45,1,90.0,118.82,100.0,True,False,
S004568,2026-07-15T23:36:37,DZ001,OP1038,Earth Excavation,Intermediate,6,10,6972.1,Sunny,Firm,32.3,22.24,189,2291.0,66.22,65.25,Fastened,27.78,0,60.0,65.25,10.9,False,True,excessive_idling
S004569,2026-07-15T23:37:25,MG001,OP1019,Grading,Intermediate,5,5,4011.4,Cloudy,Firm,29.4,10.6,26,790.6,34.72,39.76,Unfastened,2.24,1,35.0,39.76,100.0,True,True,unsafe_operation
S004570,2026-07-15T23:49:11,WL001,OP1002,Material Loading,Beginner,0,7,5493.1,Sunny,Firm,38.6,13.93,64,3898.0,23.86,42.4,Fastened,28.51,0,30.0,42.4,5.5,False,False,
S004571,2026-07-16T00:14:04,EXC004,OP1016,Trenching,Beginner,0,5,3789.5,Windy,Firm,32.1,20.24,155,1251.5,37.64,65.38,Fastened,3.99,1,45.0,65.38,70.6,True,False,
S004572,2026-07-16T00:21:00,EXC010,OP1045,Trenching,Beginner,2,5,3604.5,Windy,Firm,25.6,17.27,129,1290.9,35.79,62.72,Fastened,29.58,0,45.0,62.72,13.6,False,False,
S004573,2026-07-16T00:22:45,EXC003,OP1029,Demolition,Intermediate,5,6,4636.1,Rainy,Wet,26.8,55.24,284,1776.8,70.34,141.21,Fastened,23.42,0,90.0,141.21,27.7,False,False,
S004574,2026-07-16T00:29:48,EXC010,OP1026,Demolition,Expert,12,5,3604.5,Cloudy,Rocky,32.8,35.78,192,1776.8,62.44,111.92,Fastened,43.28,0,90.0,111.92,7.5,False,False,
S004575,2026-07-16T00:36:59,EXC003,OP1030,Demolition,Intermediate,5,6,4636.1,Sunny,Firm,33.2,34.45,201,1234.6,68.36,97.93,Fastened,3.02,1,90.0,97.93,69.6,False,False,
S004576,2026-07-16T00:41:34,EXC002,OP1041,Earth Excavation,Beginner,0,8,5866.0,Cloudy,Wet,31.8,35.86,329,1260.3,66.34,105.18,Unfastened,2.36,1,60.0,105.18,100.0,True,True,unsafe_operation
S004577,2026-07-16T00:53:02,DZ001,OP1037,Grading,Beginner,1,10,6972.1,Rainy,Firm,28.8,14.53,35,2153.7,33.3,52.65,Fastened,16.44,0,35.0,52.65,21.6,False,False,
S004578,2026-07-16T00:54:27,DZ002,OP1014,Grading,Intermediate,5,6,5181.2,Sunny,Wet,30.0,11.54,27,2620.7,24.61,43.74,Fastened,43.9,0,35.0,43.74,14.7,False,False,
S004579,2026-07-16T00:54:35,EXC007,OP1010,Trenching,Intermediate,6,7,5857.0,Sunny,Firm,37.2,15.1,108,1398.0,38.97,45.85,Fastened,32.85,0,45.0,45.85,13.4,False,False,
S004580,2026-07-16T01:05:56,EXC010,OP1028,Trenching,Expert,11,5,3604.5,Sunny,Rocky,39.2,13.29,111,1577.0,23.37,51.27,Fastened,3.43,1,45.0,51.27,73.2,True,False,
S004581,2026-07-16T01:40:12,EXC003,OP1030,Trenching,Intermediate,5,6,4636.1,Cloudy,Loose,27.6,37.86,139,1741.0,35.27,53.1,Fastened,34.65,0,45.0,53.1,12.2,False,True,fuel_spike
S004582,2026-07-16T01:49:37,DZ001,OP1020,Earth Excavation,Intermediate,5,10,6972.1,Cloudy,Loose,30.4,26.99,225,2726.7,40.18,75.25,Fastened,30.49,0,60.0,75.25,9.7,False,False,
